"REPORTER","Reporter Country","PARTNER","Partner Country","COM_H3","Commodity","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"PRY","Paraguay","BRA","Brazil","5311","5311: Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.","1","Value","2016","2016",0.05,,
"PRY","Paraguay","BRA","Brazil","5311","5311: Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.","1","Value","2017","2017",0.043,,
"PRY","Paraguay","BRA","Brazil","5311","5311: Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.","1","Value","2018","2018",0.044,,
"PRY","Paraguay","BRA","Brazil","5311","5311: Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.","1","Value","2019","2019",0.043,,
"PRY","Paraguay","BRA","Brazil","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2015","2015",0.088,,
"PRY","Paraguay","BRA","Brazil","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2016","2016",0.087,,
"PRY","Paraguay","BRA","Brazil","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2017","2017",0.087,,
"PRY","Paraguay","BRA","Brazil","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2018","2018",0.066,,
"PRY","Paraguay","BRA","Brazil","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2019","2019",0.066,,
"PRY","Paraguay","BRA","Brazil","4007","4007: Vulcanised rubber thread and cord.","1","Value","2015","2015",0.054,,
"PRY","Paraguay","BRA","Brazil","4007","4007: Vulcanised rubber thread and cord.","1","Value","2016","2016",0.055,,
"PRY","Paraguay","BRA","Brazil","4007","4007: Vulcanised rubber thread and cord.","1","Value","2017","2017",0.056,,
"PRY","Paraguay","BRA","Brazil","4007","4007: Vulcanised rubber thread and cord.","1","Value","2018","2018",0.053,,
"PRY","Paraguay","BRA","Brazil","4007","4007: Vulcanised rubber thread and cord.","1","Value","2019","2019",0.053,,
"PRY","Paraguay","BRA","Brazil","3824","3824: Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included.","1","Value","2015","2015",0.046,,
"PRY","Paraguay","BRA","Brazil","3824","3824: Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included.","1","Value","2016","2016",0.039,,
"PRY","Paraguay","BRA","Brazil","3824","3824: Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included.","1","Value","2017","2017",0.031,,
"PRY","Paraguay","BRA","Brazil","3824","3824: Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included.","1","Value","2018","2018",0.031,,
"PRY","Paraguay","BRA","Brazil","3824","3824: Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included.","1","Value","2019","2019",0.031,,
"PRY","Paraguay","BRA","Brazil","8478","8478: Machinery for preparing or making up tobacco, not specified or included elsewhere in this Chapter.","1","Value","2015","2015",0.034,,
"PRY","Paraguay","BRA","Brazil","8478","8478: Machinery for preparing or making up tobacco, not specified or included elsewhere in this Chapter.","1","Value","2016","2016",0.037,,
"PRY","Paraguay","BRA","Brazil","8478","8478: Machinery for preparing or making up tobacco, not specified or included elsewhere in this Chapter.","1","Value","2017","2017",0.04,,
"PRY","Paraguay","BRA","Brazil","8478","8478: Machinery for preparing or making up tobacco, not specified or included elsewhere in this Chapter.","1","Value","2018","2018",0.032,,
"PRY","Paraguay","BRA","Brazil","8478","8478: Machinery for preparing or making up tobacco, not specified or included elsewhere in this Chapter.","1","Value","2019","2019",0.034,,
"PRY","Paraguay","BRA","Brazil","8473","8473: Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.69 to 84.72.","1","Value","2015","2015",0.029,,
"PRY","Paraguay","BRA","Brazil","8473","8473: Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.69 to 84.72.","1","Value","2016","2016",0.035,,
"PRY","Paraguay","BRA","Brazil","8473","8473: Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.69 to 84.72.","1","Value","2017","2017",0.041,,
"PRY","Paraguay","BRA","Brazil","8473","8473: Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.69 to 84.72.","1","Value","2018","2018",0.024,,
"PRY","Paraguay","BRA","Brazil","8473","8473: Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.69 to 84.72.","1","Value","2019","2019",0.024,,
"PRY","Paraguay","BRA","Brazil","2710","2710: Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the bas","1","Value","2015","2015",0.097,,
"PRY","Paraguay","BRA","Brazil","2710","2710: Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the bas","1","Value","2016","2016",0.096,,
"PRY","Paraguay","BRA","Brazil","2710","2710: Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the bas","1","Value","2017","2017",0.096,,
"PRY","Paraguay","BRA","Brazil","2710","2710: Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the bas","1","Value","2018","2018",0.083,,
"PRY","Paraguay","BRA","Brazil","2710","2710: Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the bas","1","Value","2019","2019",0.082,,
"PRY","Paraguay","BRA","Brazil","0405","0405: Butter and other fats and oils derived from milk; dairy spreads.","1","Value","2015","2015",0.017,,
"PRY","Paraguay","BRA","Brazil","0405","0405: Butter and other fats and oils derived from milk; dairy spreads.","1","Value","2016","2016",0.026,,
"PRY","Paraguay","BRA","Brazil","0405","0405: Butter and other fats and oils derived from milk; dairy spreads.","1","Value","2017","2017",0.036,,
"PRY","Paraguay","BRA","Brazil","0405","0405: Butter and other fats and oils derived from milk; dairy spreads.","1","Value","2018","2018",0.013,,
"PRY","Paraguay","BRA","Brazil","0405","0405: Butter and other fats and oils derived from milk; dairy spreads.","1","Value","2019","2019",0.013,,
"PRY","Paraguay","BRA","Brazil","3213","3213: Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings.","1","Value","2015","2015",0.035,,
"PRY","Paraguay","BRA","Brazil","3213","3213: Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings.","1","Value","2016","2016",0.04,,
"PRY","Paraguay","BRA","Brazil","3213","3213: Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings.","1","Value","2017","2017",0.046,,
"PRY","Paraguay","BRA","Brazil","3213","3213: Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings.","1","Value","2018","2018",0.043,,
"PRY","Paraguay","BRA","Brazil","3213","3213: Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings.","1","Value","2019","2019",0.042,,
"PRY","Paraguay","BRA","Brazil","1104","1104: Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground.","1","Value","2015","2015",0.1,,
"PRY","Paraguay","BRA","Brazil","1104","1104: Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground.","1","Value","2016","2016",0.098,,
"PRY","Paraguay","BRA","Brazil","1104","1104: Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground.","1","Value","2017","2017",0.097,,
"PRY","Paraguay","BRA","Brazil","1104","1104: Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground.","1","Value","2018","2018",0.109,,
"PRY","Paraguay","BRA","Brazil","1104","1104: Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground.","1","Value","2019","2019",0.108,,
"PRY","Paraguay","BRA","Brazil","7117","7117: Imitation jewellery.","1","Value","2015","2015",0.026,,
"PRY","Paraguay","BRA","Brazil","7117","7117: Imitation jewellery.","1","Value","2016","2016",0.031,,
"PRY","Paraguay","BRA","Brazil","7117","7117: Imitation jewellery.","1","Value","2017","2017",0.035,,
"PRY","Paraguay","BRA","Brazil","7117","7117: Imitation jewellery.","1","Value","2018","2018",0.059,,
"PRY","Paraguay","BRA","Brazil","7117","7117: Imitation jewellery.","1","Value","2019","2019",0.059,,
"PRY","Paraguay","BRA","Brazil","8101","8101: Tungsten (wolfram) and articles thereof, including waste and scrap.","1","Value","2015","2015",0.025,,
"PRY","Paraguay","BRA","Brazil","8101","8101: Tungsten (wolfram) and articles thereof, including waste and scrap.","1","Value","2016","2016",0.02,,
"PRY","Paraguay","BRA","Brazil","8101","8101: Tungsten (wolfram) and articles thereof, including waste and scrap.","1","Value","2017","2017",0.014,,
"PRY","Paraguay","BRA","Brazil","8101","8101: Tungsten (wolfram) and articles thereof, including waste and scrap.","1","Value","2018","2018",0.016,,
"PRY","Paraguay","BRA","Brazil","8101","8101: Tungsten (wolfram) and articles thereof, including waste and scrap.","1","Value","2019","2019",0.016,,
"PRY","Paraguay","BRA","Brazil","2005","2005: Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 20.06.","1","Value","2015","2015",0.061,,
"PRY","Paraguay","BRA","Brazil","2005","2005: Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 20.06.","1","Value","2016","2016",0.065,,
"PRY","Paraguay","BRA","Brazil","2005","2005: Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 20.06.","1","Value","2017","2017",0.069,,
"PRY","Paraguay","BRA","Brazil","2005","2005: Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 20.06.","1","Value","2018","2018",0.084,,
"PRY","Paraguay","BRA","Brazil","2005","2005: Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 20.06.","1","Value","2019","2019",0.084,,
"PRY","Paraguay","BRA","Brazil","7903","7903: Zinc dust, powders and flakes.","1","Value","2015","2015",0.019,,
"PRY","Paraguay","BRA","Brazil","7903","7903: Zinc dust, powders and flakes.","1","Value","2016","2016",0.031,,
"PRY","Paraguay","BRA","Brazil","7903","7903: Zinc dust, powders and flakes.","1","Value","2017","2017",0.043,,
"PRY","Paraguay","BRA","Brazil","7903","7903: Zinc dust, powders and flakes.","1","Value","2018","2018",0.015,,
"PRY","Paraguay","BRA","Brazil","7903","7903: Zinc dust, powders and flakes.","1","Value","2019","2019",0.015,,
"PRY","Paraguay","BRA","Brazil","3902","3902: Polymers of propylene or of other olefins, in primary forms.","1","Value","2015","2015",0.079,,
"PRY","Paraguay","BRA","Brazil","3902","3902: Polymers of propylene or of other olefins, in primary forms.","1","Value","2016","2016",0.085,,
"PRY","Paraguay","BRA","Brazil","3902","3902: Polymers of propylene or of other olefins, in primary forms.","1","Value","2017","2017",0.092,,
"PRY","Paraguay","BRA","Brazil","3902","3902: Polymers of propylene or of other olefins, in primary forms.","1","Value","2018","2018",0.084,,
"PRY","Paraguay","BRA","Brazil","3902","3902: Polymers of propylene or of other olefins, in primary forms.","1","Value","2019","2019",0.084,,
