hs_4_code,reporter,ave_itic_rate
1205,Paraguay,1.0622
1206,Paraguay,1.0388
1207,Paraguay,1.0375999999999999
1208,Paraguay,1.051
1209,Paraguay,1.0246
1210,Paraguay,1.0518
1211,Paraguay,1.0712
1212,Paraguay,1.0604
1214,Paraguay,1.089
1301,Paraguay,1.1174
1302,Paraguay,1.028
1401,Paraguay,1.0478
1404,Paraguay,1.0192
1501,Paraguay,1.057
1502,Paraguay,1.047
1503,Paraguay,1.1116
1505,Paraguay,1.065
1506,Paraguay,1.0518
1507,Paraguay,1.0246
1508,Paraguay,1.0622
1509,Paraguay,1.0710000000000002
1511,Paraguay,1.025
1512,Paraguay,1.073
1513,Paraguay,1.0715999999999999
1514,Paraguay,1.105
1515,Paraguay,1.0704
1516,Paraguay,1.0874000000000001
1517,Paraguay,1.0722
1518,Paraguay,1.0674
1520,Paraguay,1.0668
1521,Paraguay,1.0716
1601,Paraguay,1.0368
1602,Paraguay,1.05
1604,Paraguay,1.0442
1605,Paraguay,1.0176
1701,Paraguay,1.1629999999999998
1702,Paraguay,1.1136
1703,Paraguay,1.0164
1704,Paraguay,1.035
1802,Paraguay,1.073
1803,Paraguay,1.0568
1804,Paraguay,1.061
1805,Paraguay,1.0592
1806,Paraguay,1.0524
1901,Paraguay,1.051
1902,Paraguay,1.0386
1903,Paraguay,1.0462
1904,Paraguay,1.0686
1905,Paraguay,1.0622
2001,Paraguay,1.0284
2002,Paraguay,1.0302
2003,Paraguay,1.0416
2004,Paraguay,1.0704
2005,Paraguay,1.0726
2006,Paraguay,1.1006
2007,Paraguay,1.0328
2008,Paraguay,1.0288
2009,Paraguay,1.0504
2101,Paraguay,1.0585999999999998
2102,Paraguay,1.0314
2103,Paraguay,1.0714000000000001
2104,Paraguay,1.0748000000000002
2105,Paraguay,1.1374
2106,Paraguay,1.0244
2201,Paraguay,1.0288
2202,Paraguay,1.0652
2203,Paraguay,1.0402
2204,Paraguay,1.0692
2205,Paraguay,1.042
2206,Paraguay,1.0264
2207,Paraguay,1.0732
2208,Paraguay,1.0574
2209,Paraguay,1.1030000000000002
2301,Paraguay,1.0106
2302,Paraguay,1.0644
2303,Paraguay,1.0896000000000001
2304,Paraguay,1.0416
2308,Paraguay,1.0552
2309,Paraguay,1.0644
2401,Paraguay,1.0348
2402,Paraguay,1.044
2403,Paraguay,1.1945999999999999
2501,Paraguay,1.1608
2503,Paraguay,1.127
2504,Paraguay,1.0617999999999999
2505,Paraguay,1.1124
2506,Paraguay,1.0608
2507,Paraguay,1.0632
2508,Paraguay,1.0452
2509,Paraguay,1.2414
2510,Paraguay,1.0695999999999999
2511,Paraguay,1.1342
2512,Paraguay,1.0535999999999999
2513,Paraguay,1.0466
2514,Paraguay,1.0242
2515,Paraguay,1.0204
2516,Paraguay,1.0184
2517,Paraguay,1.0357999999999998
2518,Paraguay,1.1321999999999999
2519,Paraguay,1.1366
2520,Paraguay,1.1912
2521,Paraguay,1.2016
2522,Paraguay,1.1812
2523,Paraguay,1.1932
2524,Paraguay,1.0333999999999999
2525,Paraguay,1.0222
2526,Paraguay,1.2551999999999999
2528,Paraguay,1.049
2530,Paraguay,1.073
2601,Paraguay,1.2612
2602,Paraguay,1.0968
2606,Paraguay,1.2033999999999998
2607,Paraguay,1.0236
2608,Paraguay,1.1553999999999998
2610,Paraguay,1.167
2613,Paraguay,1.0257999999999998
2617,Paraguay,1.1885999999999999
2620,Paraguay,1.021
2701,Paraguay,1.1245999999999998
2703,Paraguay,1.1054
2704,Paraguay,1.1798
2707,Paraguay,1.091
2708,Paraguay,1.0164
2709,Paraguay,1.0737999999999999
2710,Paraguay,1.0908000000000002
2711,Paraguay,1.1806
2712,Paraguay,1.0932
2713,Paraguay,1.1474
2714,Paraguay,1.1268
2715,Paraguay,1.1058
2801,Paraguay,1.0642
2802,Paraguay,1.082
2803,Paraguay,1.0718
2804,Paraguay,1.1423999999999999
2805,Paraguay,1.0874000000000001
2806,Paraguay,1.1384
2807,Paraguay,1.1534
2808,Paraguay,1.1834
2809,Paraguay,1.1044
2810,Paraguay,1.0630000000000002
2811,Paraguay,1.0916000000000001
2812,Paraguay,1.1146
2814,Paraguay,1.1629999999999998
2815,Paraguay,1.1532
2816,Paraguay,1.082
2817,Paraguay,1.0502
2818,Paraguay,1.2358
2819,Paraguay,1.0353999999999999
2820,Paraguay,1.0412
2821,Paraguay,1.0516
2823,Paraguay,1.1166
2824,Paraguay,1.0501999999999998
2825,Paraguay,1.0284
2826,Paraguay,1.053
2827,Paraguay,1.1038000000000001
2828,Paraguay,1.0648
2829,Paraguay,1.0706
2830,Paraguay,1.1574
2831,Paraguay,1.1046
2832,Paraguay,1.074
2833,Paraguay,1.072
2834,Paraguay,1.0922
2835,Paraguay,1.1354
2836,Paraguay,1.2024000000000001
2837,Paraguay,1.0504
2839,Paraguay,1.2112
2840,Paraguay,1.1438000000000001
2841,Paraguay,1.028
2842,Paraguay,1.1336
2843,Paraguay,1.1064
2847,Paraguay,1.149
2848,Paraguay,1.1212
2849,Paraguay,1.1804000000000001
2852,Paraguay,1.0952
2853,Paraguay,1.2452
2901,Paraguay,1.2276
2902,Paraguay,1.2036000000000002
2903,Paraguay,1.0524
2904,Paraguay,1.0952
2905,Paraguay,1.1116
2906,Paraguay,1.0606
2907,Paraguay,1.0622
2908,Paraguay,1.057
2909,Paraguay,1.0714000000000001
2910,Paraguay,1.0463999999999998
2911,Paraguay,1.0562
2912,Paraguay,1.0886
2914,Paraguay,1.1164
2915,Paraguay,1.125
2916,Paraguay,1.0618
2917,Paraguay,1.0737999999999999
2918,Paraguay,1.0836000000000001
2919,Paraguay,1.0676
2920,Paraguay,1.0562
2921,Paraguay,1.0917999999999999
2922,Paraguay,1.0678
2923,Paraguay,1.0646
2924,Paraguay,1.069
2925,Paraguay,1.1099999999999999
2926,Paraguay,1.0408
2927,Paraguay,1.069
2928,Paraguay,1.0526
2929,Paraguay,1.053
2930,Paraguay,1.0626
2931,Paraguay,1.1232
2932,Paraguay,1.101
2933,Paraguay,1.0516
2934,Paraguay,1.116
2935,Paraguay,1.048
2936,Paraguay,1.0284
2937,Paraguay,1.0252
2938,Paraguay,1.1004
2939,Paraguay,1.107
2940,Paraguay,1.0622
2941,Paraguay,1.0298
2942,Paraguay,1.1044
3001,Paraguay,1.0492000000000001
3002,Paraguay,1.0312
3003,Paraguay,1.042
3004,Paraguay,1.0766
3005,Paraguay,1.057
3006,Paraguay,1.0282
3101,Paraguay,1.0908
3102,Paraguay,1.083
3103,Paraguay,1.0806
3104,Paraguay,1.0982
3105,Paraguay,1.0859999999999999
3201,Paraguay,1.0858
3202,Paraguay,1.1102
3203,Paraguay,1.1572
3204,Paraguay,1.053
3205,Paraguay,1.0413999999999999
3206,Paraguay,1.0546
3207,Paraguay,1.0792
3208,Paraguay,1.0472
3209,Paraguay,1.0736
3210,Paraguay,1.0754
3211,Paraguay,1.0528
3212,Paraguay,1.0455999999999999
3213,Paraguay,1.0412
3214,Paraguay,1.0618
3215,Paraguay,1.0516
3301,Paraguay,1.0522
3302,Paraguay,1.0392
3303,Paraguay,1.045
3304,Paraguay,1.0432
3305,Paraguay,1.0518
3306,Paraguay,1.0622
3307,Paraguay,1.0618
3401,Paraguay,1.06
3402,Paraguay,1.0866
3403,Paraguay,1.0812
3404,Paraguay,1.045
3405,Paraguay,1.0426
3406,Paraguay,1.0248
3407,Paraguay,1.0504
3501,Paraguay,1.0466
3502,Paraguay,1.0674
3503,Paraguay,1.0390000000000001
3504,Paraguay,1.0634000000000001
3505,Paraguay,1.0654
3506,Paraguay,1.0552
3507,Paraguay,1.0248
3602,Paraguay,1.1036000000000001
3603,Paraguay,1.0655999999999999
3604,Paraguay,1.035
3605,Paraguay,1.0312
3606,Paraguay,1.024
3701,Paraguay,1.0384
3702,Paraguay,1.0564
3703,Paraguay,1.0396
3704,Paraguay,1.051
3705,Paraguay,1.0695999999999999
3706,Paraguay,1.0850000000000002
3707,Paraguay,1.0628
3801,Paraguay,1.1401999999999999
3802,Paraguay,1.1164
3803,Paraguay,1.0426
3804,Paraguay,1.077
3805,Paraguay,1.0692
3806,Paraguay,1.0728
3807,Paraguay,1.0776
3808,Paraguay,1.031
3809,Paraguay,1.0974
3810,Paraguay,1.0562
3811,Paraguay,1.05
3812,Paraguay,1.0624
3813,Paraguay,1.1086
3814,Paraguay,1.057
3815,Paraguay,1.0433999999999999
3816,Paraguay,1.126
3817,Paraguay,1.0322
3818,Paraguay,1.0124
3819,Paraguay,1.045
3820,Paraguay,1.0692
3821,Paraguay,1.0728
3822,Paraguay,1.1036000000000001
3823,Paraguay,1.1464
3824,Paraguay,1.0356
3825,Paraguay,1.05
3901,Paraguay,1.0859999999999999
3902,Paraguay,1.0848
3903,Paraguay,1.0748000000000002
3904,Paraguay,1.0692
3905,Paraguay,1.0526
3906,Paraguay,1.0842
3907,Paraguay,1.0526
3908,Paraguay,1.075
3909,Paraguay,1.1262
3910,Paraguay,1.0552
3911,Paraguay,1.0492000000000001
3912,Paraguay,1.083
3913,Paraguay,1.0592000000000001
3914,Paraguay,1.0608
3915,Paraguay,1.058
3916,Paraguay,1.0472
3917,Paraguay,1.0628
3918,Paraguay,1.0638
3919,Paraguay,1.0542
3920,Paraguay,1.0552
3921,Paraguay,1.0535999999999999
3922,Paraguay,1.0556
3923,Paraguay,1.0762
3924,Paraguay,1.0470000000000002
3925,Paraguay,1.048
3926,Paraguay,1.0598
4001,Paraguay,1.0612
4002,Paraguay,1.0712
4003,Paraguay,1.1388
4004,Paraguay,1.2542
4005,Paraguay,1.0324
4006,Paraguay,1.04
4007,Paraguay,1.0542
4008,Paraguay,1.0394
4009,Paraguay,1.0432000000000001
4010,Paraguay,1.0282
4011,Paraguay,1.0562
4012,Paraguay,1.0446
4013,Paraguay,1.0262
4014,Paraguay,1.0171999999999999
4015,Paraguay,1.0433999999999999
4016,Paraguay,1.0464
4017,Paraguay,1.0504
4101,Paraguay,1.0623999999999998
4103,Paraguay,1.012
4104,Paraguay,1.0702
4107,Paraguay,1.044
4114,Paraguay,1.0426
4115,Paraguay,1.0135999999999998
4201,Paraguay,1.0273999999999999
4202,Paraguay,1.029
4203,Paraguay,1.0235999999999998
4205,Paraguay,1.0368
4206,Paraguay,1.104
4302,Paraguay,1.077
4303,Paraguay,1.1206
4401,Paraguay,1.0478
4402,Paraguay,1.0958
4403,Paraguay,1.0850000000000002
4404,Paraguay,1.073
4407,Paraguay,1.0344
4408,Paraguay,1.0658
4409,Paraguay,1.0748000000000002
4410,Paraguay,1.1768
4411,Paraguay,1.1022
4412,Paraguay,1.0878
4413,Paraguay,1.0512000000000001
4414,Paraguay,1.017
4415,Paraguay,1.1876
4416,Paraguay,1.019
4417,Paraguay,1.0552
4418,Paraguay,1.0788
4419,Paraguay,1.0257999999999998
4420,Paraguay,1.0333999999999999
4421,Paraguay,1.034
4503,Paraguay,1.1042
4504,Paraguay,1.0544
4601,Paraguay,1.0342
4602,Paraguay,1.0175999999999998
4701,Paraguay,1.0977999999999999
4703,Paraguay,1.1184
4704,Paraguay,1.0846
4706,Paraguay,1.0806
4707,Paraguay,1.0699999999999998
4801,Paraguay,1.1284
4802,Paraguay,1.0821999999999998
4803,Paraguay,1.0866
4804,Paraguay,1.0912000000000002
4805,Paraguay,1.1034000000000002
4806,Paraguay,1.0642
4807,Paraguay,1.115
4808,Paraguay,1.0926
4809,Paraguay,1.0572
4810,Paraguay,1.0794000000000001
4811,Paraguay,1.028
4812,Paraguay,1.0138
4813,Paraguay,1.0544
4814,Paraguay,1.0506
4816,Paraguay,1.0554000000000001
4817,Paraguay,1.0608
4818,Paraguay,1.0952
4819,Paraguay,1.1578
4820,Paraguay,1.0436
4821,Paraguay,1.0455999999999999
4822,Paraguay,1.1272
4823,Paraguay,1.0784
4901,Paraguay,1.077
4902,Paraguay,1.1008
4903,Paraguay,1.0744
4904,Paraguay,1.0852
4905,Paraguay,1.0459999999999998
4906,Paraguay,1.1076000000000001
4907,Paraguay,1.0886
4908,Paraguay,1.0226
4909,Paraguay,1.0231999999999999
4910,Paraguay,1.0710000000000002
4911,Paraguay,1.0542
5001,Paraguay,1.0872
5003,Paraguay,1.0566
5007,Paraguay,1.065
5103,Paraguay,1.0366
5105,Paraguay,1.014
5106,Paraguay,1.0333999999999999
5109,Paraguay,1.0556
5111,Paraguay,1.0172
5112,Paraguay,1.0356
5201,Paraguay,1.037
5202,Paraguay,1.0559999999999998
5203,Paraguay,1.0390000000000001
5204,Paraguay,1.0375999999999999
5205,Paraguay,1.0468
5206,Paraguay,1.0458
5207,Paraguay,1.0268000000000002
5208,Paraguay,1.0292
5209,Paraguay,1.0333999999999999
5210,Paraguay,1.037
5211,Paraguay,1.0342
5212,Paraguay,1.0468
5301,Paraguay,1.0222
5302,Paraguay,1.0242
5303,Paraguay,1.0155999999999998
5305,Paraguay,1.012
5306,Paraguay,1.0231999999999999
5307,Paraguay,1.1094
5308,Paraguay,1.013
5309,Paraguay,1.0602
5310,Paraguay,1.034
5311,Paraguay,1.0475999999999999
5401,Paraguay,1.0448
5402,Paraguay,1.0577999999999999
5403,Paraguay,1.053
5404,Paraguay,1.0333999999999999
5405,Paraguay,1.0146
5406,Paraguay,1.03
5407,Paraguay,1.041
5408,Paraguay,1.0318
5501,Paraguay,1.0623999999999998
5502,Paraguay,1.02
5503,Paraguay,1.0682
5504,Paraguay,1.0854
5505,Paraguay,1.1152000000000002
5506,Paraguay,1.1174
5507,Paraguay,1.0654
5508,Paraguay,1.0615999999999999
5509,Paraguay,1.043
5510,Paraguay,1.0518
5511,Paraguay,1.0654
5512,Paraguay,1.0413999999999999
5513,Paraguay,1.0394
5514,Paraguay,1.0752000000000002
5515,Paraguay,1.049
5516,Paraguay,1.036
5601,Paraguay,1.0526
5602,Paraguay,1.0626000000000002
5603,Paraguay,1.0777999999999999
5604,Paraguay,1.0196
5605,Paraguay,1.0186
5606,Paraguay,1.0432000000000001
5607,Paraguay,1.0252
5608,Paraguay,1.0504
5609,Paraguay,1.0346
5701,Paraguay,1.0314
5702,Paraguay,1.0493999999999999
5703,Paraguay,1.0664
5704,Paraguay,1.1238
5705,Paraguay,1.0592
5801,Paraguay,1.0437999999999998
5802,Paraguay,1.0466
5803,Paraguay,1.0508
5804,Paraguay,1.032
5805,Paraguay,1.1104
5806,Paraguay,1.0392
5807,Paraguay,1.0672000000000001
5808,Paraguay,1.0368
5809,Paraguay,1.0734
5810,Paraguay,1.0586
5811,Paraguay,1.0333999999999999
5901,Paraguay,1.0374
5902,Paraguay,1.087
5903,Paraguay,1.0417999999999998
5905,Paraguay,1.0779999999999998
5906,Paraguay,1.096
5907,Paraguay,1.107
5908,Paraguay,1.0766
5909,Paraguay,1.0337999999999998
5910,Paraguay,1.0482
5911,Paraguay,1.0478
6001,Paraguay,1.042
6002,Paraguay,1.0482
6003,Paraguay,1.0437999999999998
6004,Paraguay,1.0282
6005,Paraguay,1.0501999999999998
6006,Paraguay,1.0328
6101,Paraguay,1.0298
6102,Paraguay,1.02
6103,Paraguay,1.0234
6104,Paraguay,1.0184
6105,Paraguay,1.0176
6106,Paraguay,1.0177999999999998
6107,Paraguay,1.0219999999999998
6108,Paraguay,1.0234
6109,Paraguay,1.0176
6110,Paraguay,1.0154
6111,Paraguay,1.0166
6112,Paraguay,1.022
6113,Paraguay,1.0226
6114,Paraguay,1.034
6115,Paraguay,1.0277999999999998
6116,Paraguay,1.0230000000000001
6117,Paraguay,1.0326
6201,Paraguay,1.0198
6202,Paraguay,1.0177999999999998
6203,Paraguay,1.0177999999999998
6204,Paraguay,1.0175999999999998
6205,Paraguay,1.0166
6206,Paraguay,1.0186
6207,Paraguay,1.0312
6208,Paraguay,1.0303999999999998
6209,Paraguay,1.017
6210,Paraguay,1.0256
6211,Paraguay,1.025
6212,Paraguay,1.0308
6213,Paraguay,1.0256
6214,Paraguay,1.0273999999999999
6215,Paraguay,1.0295999999999998
6216,Paraguay,1.0364
6217,Paraguay,1.0308
6301,Paraguay,1.091
6302,Paraguay,1.0394
6303,Paraguay,1.0219999999999998
6304,Paraguay,1.045
6305,Paraguay,1.0422
6306,Paraguay,1.0326
6307,Paraguay,1.0396
6308,Paraguay,1.0252
6309,Paraguay,1.0866
6310,Paraguay,1.0714000000000001
6401,Paraguay,1.026
6402,Paraguay,1.0171999999999999
6403,Paraguay,1.0226
6404,Paraguay,1.019
6405,Paraguay,1.0276
6406,Paraguay,1.0464
6502,Paraguay,1.017
6504,Paraguay,1.0588000000000002
6505,Paraguay,1.0384
6506,Paraguay,1.0294
6507,Paraguay,1.0379999999999998
6601,Paraguay,1.0433999999999999
6602,Paraguay,1.0142
6603,Paraguay,1.035
6701,Paraguay,1.021
6702,Paraguay,1.0832000000000002
6703,Paraguay,1.0148
6704,Paraguay,1.1324
6801,Paraguay,1.1202
6802,Paraguay,1.0972
6803,Paraguay,1.0253999999999999
6804,Paraguay,1.0239999999999998
6805,Paraguay,1.0416
6806,Paraguay,1.2046
6807,Paraguay,1.0934000000000001
6808,Paraguay,1.0181999999999998
6809,Paraguay,1.1552
6810,Paraguay,1.1088
6811,Paraguay,1.0315999999999999
6812,Paraguay,1.0336
6813,Paraguay,1.0332
6814,Paraguay,1.084
6815,Paraguay,1.0604
6901,Paraguay,1.0131999999999999
6902,Paraguay,1.0817999999999999
6903,Paraguay,1.0516
6904,Paraguay,1.026
6905,Paraguay,1.1076000000000001
6906,Paraguay,1.0196
6907,Paraguay,1.0876000000000001
6908,Paraguay,1.0754
6909,Paraguay,1.0550000000000002
6910,Paraguay,1.044
6911,Paraguay,1.0482
6912,Paraguay,1.0492000000000001
6913,Paraguay,1.0375999999999999
6914,Paraguay,1.033
7001,Paraguay,1.0584
7002,Paraguay,1.0884
7003,Paraguay,1.1408
7004,Paraguay,1.0206
7005,Paraguay,1.1654
7006,Paraguay,1.0458
7007,Paraguay,1.068
7008,Paraguay,1.0854000000000001
7009,Paraguay,1.0694000000000001
7010,Paraguay,1.1026
7011,Paraguay,1.0231999999999999
7013,Paraguay,1.0788
7014,Paraguay,1.0678
7015,Paraguay,1.05
7016,Paraguay,1.0498
7017,Paraguay,1.0872
7018,Paraguay,1.1354
7019,Paraguay,1.0806
7020,Paraguay,1.0198
7103,Paraguay,1.0512000000000001
7104,Paraguay,1.0532
7105,Paraguay,1.0876000000000001
7106,Paraguay,1.0175999999999998
7107,Paraguay,1.0224
7110,Paraguay,1.0074
7113,Paraguay,1.0230000000000001
7114,Paraguay,1.0272000000000001
7115,Paraguay,1.0488
7116,Paraguay,1.0228
7117,Paraguay,1.042
7201,Paraguay,1.052
7202,Paraguay,1.0742
7203,Paraguay,1.0293999999999999
7204,Paraguay,1.044
7205,Paraguay,1.0783999999999998
7206,Paraguay,1.0566
7207,Paraguay,1.0838
7208,Paraguay,1.1488
7209,Paraguay,1.0784
7210,Paraguay,1.0584
7211,Paraguay,1.1381999999999999
7212,Paraguay,1.074
7213,Paraguay,1.1484
7214,Paraguay,1.1480000000000001
7215,Paraguay,1.099
7216,Paraguay,1.165
7217,Paraguay,1.0864
7218,Paraguay,1.0326
7219,Paraguay,1.0538
7220,Paraguay,1.0574
7221,Paraguay,1.0981999999999998
7222,Paraguay,1.0576
7223,Paraguay,1.0452
7224,Paraguay,1.0884
7225,Paraguay,1.0554000000000001
7226,Paraguay,1.0754000000000001
7227,Paraguay,1.129
7228,Paraguay,1.0572
7229,Paraguay,1.0695999999999999
7301,Paraguay,1.0486
7302,Paraguay,1.1304
7303,Paraguay,1.063
7304,Paraguay,1.0538
7305,Paraguay,1.0568
7306,Paraguay,1.0758
7307,Paraguay,1.0386
7308,Paraguay,1.0821999999999998
7309,Paraguay,1.0852
7310,Paraguay,1.1216000000000002
7311,Paraguay,1.0786
7312,Paraguay,1.0746
7313,Paraguay,1.0854
7314,Paraguay,1.0644
7315,Paraguay,1.0388
7316,Paraguay,1.0866
7317,Paraguay,1.0992000000000002
7318,Paraguay,1.049
7319,Paraguay,1.0382
7320,Paraguay,1.0298
7321,Paraguay,1.0722
7322,Paraguay,1.0872
7323,Paraguay,1.0268000000000002
7324,Paraguay,1.0352000000000001
7325,Paraguay,1.0698
7326,Paraguay,1.0516
7401,Paraguay,1.1412
7403,Paraguay,1.0181999999999998
7404,Paraguay,1.0282
7406,Paraguay,1.0692
7407,Paraguay,1.0348
7408,Paraguay,1.0173999999999999
7409,Paraguay,1.0424
7410,Paraguay,1.0526
7411,Paraguay,1.0346
7412,Paraguay,1.0314
7413,Paraguay,1.0278
7415,Paraguay,1.0302
7418,Paraguay,1.02
7419,Paraguay,1.0234
7502,Paraguay,1.0466000000000002
7504,Paraguay,1.1198000000000001
7505,Paraguay,1.0206
7506,Paraguay,1.0719999999999998
7507,Paraguay,1.0342
7508,Paraguay,1.1328
7601,Paraguay,1.0432000000000001
7602,Paraguay,1.016
7603,Paraguay,1.0826
7604,Paraguay,1.0306
7605,Paraguay,1.0344000000000002
7606,Paraguay,1.035
7607,Paraguay,1.024
7608,Paraguay,1.0356
7609,Paraguay,1.0462
7610,Paraguay,1.0348
7611,Paraguay,1.1705999999999999
7612,Paraguay,1.1842000000000001
7613,Paraguay,1.0737999999999999
7614,Paraguay,1.0602
7615,Paraguay,1.0273999999999999
7616,Paraguay,1.0588
7801,Paraguay,1.2368000000000001
7804,Paraguay,1.0446
7806,Paraguay,1.0338
7901,Paraguay,1.0474
7903,Paraguay,1.0246
7904,Paraguay,1.0422
7905,Paraguay,1.0318
7907,Paraguay,1.0386
8001,Paraguay,1.0215999999999998
8003,Paraguay,1.0282
8007,Paraguay,1.063
8101,Paraguay,1.0182
8102,Paraguay,1.0288
8104,Paraguay,1.1736
8105,Paraguay,1.0896000000000001
8106,Paraguay,1.043
8108,Paraguay,1.0436
8110,Paraguay,1.03
8111,Paraguay,1.0712
8112,Paraguay,1.0648
8113,Paraguay,1.0181999999999998
8201,Paraguay,1.0426
8202,Paraguay,1.0206
8203,Paraguay,1.0230000000000001
8204,Paraguay,1.0228
8205,Paraguay,1.0306
8206,Paraguay,1.0358
8207,Paraguay,1.0230000000000001
8208,Paraguay,1.0486
8209,Paraguay,1.0408
8210,Paraguay,1.0292
8211,Paraguay,1.0222
8212,Paraguay,1.0176
8213,Paraguay,1.02
8214,Paraguay,1.024
8215,Paraguay,1.0204
8301,Paraguay,1.023
8302,Paraguay,1.0312
8303,Paraguay,1.0535999999999999
8304,Paraguay,1.0694
8305,Paraguay,1.0615999999999999
8306,Paraguay,1.0426
8307,Paraguay,1.0398
8308,Paraguay,1.0444
8309,Paraguay,1.0398
8310,Paraguay,1.0552
8311,Paraguay,1.0522
8401,Paraguay,1.0146
8402,Paraguay,1.0664
8404,Paraguay,1.0856
8405,Paraguay,1.018
8407,Paraguay,1.0623999999999998
8408,Paraguay,1.03
8409,Paraguay,1.0266
8410,Paraguay,1.0293999999999999
8412,Paraguay,1.0493999999999999
8413,Paraguay,1.0333999999999999
8414,Paraguay,1.0422
8415,Paraguay,1.0862
8416,Paraguay,1.0574
8417,Paraguay,1.053
8418,Paraguay,1.0606
8420,Paraguay,1.0539999999999998
8421,Paraguay,1.0497999999999998
8422,Paraguay,1.0406
8423,Paraguay,1.0528
8424,Paraguay,1.0333999999999999
8425,Paraguay,1.0417999999999998
8426,Paraguay,1.0382
8427,Paraguay,1.0493999999999999
8428,Paraguay,1.0566
8429,Paraguay,1.0266
8430,Paraguay,1.05
8431,Paraguay,1.0506
8432,Paraguay,1.0318
8433,Paraguay,1.0298
8435,Paraguay,1.065
8436,Paraguay,1.041
8437,Paraguay,1.0492000000000001
8438,Paraguay,1.0984
8439,Paraguay,1.0346
8440,Paraguay,1.0426
8441,Paraguay,1.0337999999999998
8442,Paraguay,1.0858
8443,Paraguay,1.066
8444,Paraguay,1.0384
8447,Paraguay,1.1098
8448,Paraguay,1.0622
8449,Paraguay,1.1454
8450,Paraguay,1.093
8451,Paraguay,1.0695999999999999
8452,Paraguay,1.0406
8453,Paraguay,1.0378
8458,Paraguay,1.04
8459,Paraguay,1.0315999999999999
8460,Paraguay,1.0992000000000002
8461,Paraguay,1.083
8462,Paraguay,1.0532
8463,Paraguay,1.0386
8464,Paraguay,1.0428000000000002
8465,Paraguay,1.0408
8466,Paraguay,1.048
8467,Paraguay,1.0208
8468,Paraguay,1.0235999999999998
8470,Paraguay,1.0208
8472,Paraguay,1.041
8473,Paraguay,1.0306
8474,Paraguay,1.0568
8475,Paraguay,1.0184
8476,Paraguay,1.027
8477,Paraguay,1.0353999999999999
8478,Paraguay,1.0353999999999999
8479,Paraguay,1.0466
8480,Paraguay,1.0452
8481,Paraguay,1.0312
8482,Paraguay,1.0326
8483,Paraguay,1.0358
8484,Paraguay,1.0314
8486,Paraguay,1.0138
8487,Paraguay,1.03
8501,Paraguay,1.037
8502,Paraguay,1.0302
8503,Paraguay,1.0366
8504,Paraguay,1.0472
8505,Paraguay,1.0454
8506,Paraguay,1.0352000000000001
8507,Paraguay,1.0318
8508,Paraguay,1.048
8509,Paraguay,1.0346
8510,Paraguay,1.026
8511,Paraguay,1.0278
8512,Paraguay,1.0396
8513,Paraguay,1.125
8514,Paraguay,1.0748000000000002
8515,Paraguay,1.0336
8516,Paraguay,1.0496
8517,Paraguay,1.0752000000000002
8518,Paraguay,1.041
8519,Paraguay,1.0493999999999999
8521,Paraguay,1.0332
